host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,high_demand,amenities_count,host_days_active,days_since_last_review,days_since_first_review,Wifi,Kitchen,Refrigerator,Air conditioning,Heating,Washer,Dryer,TV,Private entrance,Smoke alarm,Fire extinguisher,Iron,Shampoo,Dishwasher,Pool,Elevator,Breakfast,Pets allowed,Paid parking on premises,Free parking on premises,Bikes,property_category
within a few hours,95-100%,70-89%,f,1,3,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,4,30,4.0,0,0,0,192,10,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.36,0,40,3962,1-6 months,2-4 years,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,9,9,t,De Baarsjes - Oud-West,Private room,2,1.0,1.0,1.0,2,1125,2.0,11,34,34,34,204,80,4,4.77,4.86,4.77,4.78,4.86,4.82,4.55,f,1,0,1,0,7.16,1,36,4081,0-1 month,2-4 years,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,apartment
a few days or more,0-49%,90-100%,f,1,2,t,Centrum-West,Entire home/apt,2,1.0,0.0,1.0,3,14,3.0,6,36,66,338,1,0,0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,t,1,1,0,0,0.04,0,27,3621,2-4 years,2-4 years,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,50-69%,t,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,1.0,2.0,3,30,3.0,13,19,19,19,23,6,0,5.0,5.0,5.0,5.0,4.96,4.83,4.7,f,1,1,0,0,0.84,0,34,3358,1-6 months,2-4 years,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,2,4,2.0,6,36,66,341,16,8,0,5.0,4.94,5.0,5.0,5.0,4.88,4.88,f,1,1,0,0,0.58,0,47,3433,1-6 months,2-4 years,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,1.0,2.0,2,26,2.0,0,0,0,89,18,4,0,4.94,4.94,4.89,4.61,4.94,4.89,4.72,t,1,1,0,0,0.63,0,24,868,1-6 months,2-4 years,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,2,2,t,Osdorp,Entire home/apt,2,1.0,1.0,1.0,2,4,2.0,0,2,18,287,27,7,0,5.0,4.96,4.93,4.96,5.0,4.81,4.67,f,1,1,0,0,0.95,0,11,1363,1-6 months,2-4 years,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within a day,50-79%,90-100%,f,1,3,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,2,365,2.0,0,0,6,96,14,7,0,4.86,4.86,4.79,5.0,4.79,5.0,4.64,f,1,1,0,0,0.49,0,24,3893,1-6 months,2-4 years,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,2,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,4,20,5.0,0,1,1,5,7,4,0,5.0,5.0,5.0,4.86,5.0,5.0,4.86,f,1,1,0,0,0.25,0,41,3254,1-6 months,2-4 years,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,90-100%,f,1,1,t,Slotervaart,Entire home/apt,5,1.5,2.0,4.0,7,14,7.0,0,0,15,64,6,2,0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,f,1,1,0,0,0.21,0,66,3679,1-6 months,2-4 years,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,2,2,2.0,8,8,8,8,16,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.81,f,1,1,0,0,0.56,0,51,867,1-6 months,2-4 years,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,1.0,2,365,2.0,0,0,0,0,10,2,0,5.0,5.0,4.9,4.7,5.0,4.8,4.5,f,1,1,0,0,0.37,0,52,2458,1-6 months,2-4 years,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,2,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,2.0,2.0,2.0,5,365,5.0,30,60,90,365,7,2,0,5.0,5.0,5.0,5.0,5.0,4.86,5.0,f,1,1,0,0,0.25,0,48,3708,1-6 months,2-4 years,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,3,t,Oud-Noord,Entire home/apt,3,1.0,2.0,1.0,3,10,3.1,0,0,0,0,21,5,0,5.0,4.9,4.9,5.0,5.0,4.76,4.86,f,1,1,0,0,0.73,0,58,3336,1-6 months,2-4 years,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,6,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,3,20,3.0,0,0,0,0,16,7,0,4.94,4.94,4.56,4.75,5.0,4.94,4.88,f,1,1,0,0,0.57,0,55,3418,1-6 months,2-4 years,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,2,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,5,60,5.0,30,37,37,169,10,0,0,5.0,4.8,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0,0.38,0,51,4329,1-2 years,2-4 years,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,70-89%,f,1,1,t,Bos en Lommer,Entire home/apt,4,1.0,2.0,2.0,2,30,2.0,0,1,1,10,28,8,1,4.93,4.96,4.71,4.96,5.0,4.75,4.82,f,1,1,0,0,0.98,0,29,3328,0-1 month,2-4 years,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,0-49%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,0.5,1.0,1.0,2,20,2.0,4,27,27,60,2,0,0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,f,1,1,0,0,0.07,0,32,3106,1-2 years,2-4 years,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Westerpark,Entire home/apt,3,1.0,1.0,1.0,5,30,5.0,0,0,0,0,6,1,0,4.83,4.83,4.83,4.83,5.0,4.83,4.83,f,1,1,0,0,0.21,0,53,4251,6 months-1 year,2-4 years,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,De Baarsjes - Oud-West,Private room,2,1.0,1.0,1.0,2,365,2.0,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,1,0,1,0,0.14,0,2,4589,2-4 years,2-4 years,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,t,3,6,t,Bos en Lommer,Entire home/apt,3,2.5,2.0,1.0,3,365,3.0,3,33,63,104,15,9,1,4.73,4.67,4.47,4.87,4.8,4.73,4.4,t,3,3,0,0,0.53,0,12,4248,0-1 month,2-4 years,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,luxury_apartments
within a few hours,50-79%,70-89%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,1,6,1.0,29,59,89,179,19,7,1,4.95,4.89,4.89,5.0,5.0,5.0,4.74,f,1,1,0,0,0.68,0,22,3193,0-1 month,2-4 years,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,0-49%,0-49%,f,1,1,t,Zuid,Entire home/apt,2,1.5,1.0,1.0,1,15,1.0,14,44,74,164,14,4,0,5.0,4.93,5.0,4.93,5.0,5.0,4.93,f,1,1,0,0,0.51,0,35,3378,1-6 months,2-4 years,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,1,t,Noord-West,Entire home/apt,2,1.0,1.0,1.0,4,365,4.0,30,60,90,365,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,18,1448,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.5,2.0,2.0,2,30,2.0,0,0,8,283,13,0,0,4.85,4.85,4.85,4.92,4.92,4.62,4.69,f,1,1,0,0,0.48,0,42,1931,1-2 years,2-4 years,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,2,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,1.0,2.0,2.0,3,365,3.0,10,10,11,78,5,2,0,4.8,4.8,5.0,5.0,5.0,4.8,4.4,f,1,1,0,0,0.18,0,45,4295,1-6 months,2-4 years,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Bijlmer-Oost,Entire home/apt,4,1.0,2.0,1.0,5,33,5.0,0,0,0,0,8,2,0,5.0,5.0,4.88,5.0,5.0,4.25,4.88,f,1,1,0,0,0.29,0,45,3984,1-6 months,2-4 years,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Bos en Lommer,Entire home/apt,4,1.0,3.0,1.0,3,1125,2.7,0,0,0,0,7,4,0,5.0,5.0,5.0,4.86,5.0,4.86,5.0,f,1,1,0,0,0.56,0,45,2014,6 months-1 year,1-2 years,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,11,3.0,1,1,1,1,22,6,0,4.82,4.91,4.86,5.0,4.91,4.73,4.5,f,1,1,0,0,0.77,0,65,3566,1-6 months,2-4 years,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Noord,Entire home/apt,4,1.0,3.0,1.0,3,1125,3.0,0,0,0,0,11,0,0,4.64,4.82,4.55,4.64,4.82,4.73,4.73,f,1,1,0,0,0.42,0,18,866,1-2 years,2-4 years,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,2,t,Oud-Noord,Entire home/apt,2,1.0,1.0,1.0,1,28,1.0,0,0,0,8,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,8,3455,no reviews,no reviews,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Oud-Noord,Entire home/apt,3,1.5,1.0,1.0,3,21,3.1,5,15,23,23,5,0,0,5.0,4.8,5.0,4.8,5.0,5.0,4.8,f,1,1,0,0,0.18,0,61,4090,1-2 years,2-4 years,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.0,1.0,1.0,90,1125,90.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,f,1,1,0,0,0.04,0,58,2938,1-2 years,1-2 years,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,luxury_apartments
within a day,50-79%,0-49%,f,1,4,t,Zuid,Entire home/apt,7,3.0,4.0,4.0,3,365,3.0,17,21,51,316,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11,0,48,4433,1-2 years,2-4 years,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Noord,Entire home/apt,6,1.0,4.0,1.0,5,12,5.0,0,0,0,0,7,2,0,4.86,4.86,4.86,4.86,4.86,5.0,4.71,f,1,1,0,0,0.25,0,58,864,1-6 months,2-4 years,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,13,15,t,Zuid,Private room,2,1.0,1.0,1.0,3,365,3.4,20,34,34,124,52,18,0,4.46,4.44,4.27,4.92,4.88,4.73,4.29,f,6,2,4,0,1.93,0,30,4071,1-6 months,2-4 years,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,apartment
within a day,0-49%,70-89%,t,1,1,t,Centrum-Oost,Entire home/apt,4,1.0,3.0,1.0,3,365,3.6,19,49,79,354,15,6,0,4.8,4.87,4.8,4.67,4.93,4.93,4.6,f,1,1,0,0,0.53,0,56,2234,1-6 months,2-4 years,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,3,t,Westerpark,Entire home/apt,4,1.0,1.0,2.0,2,14,2.0,22,52,82,244,10,9,0,4.6,4.5,4.5,4.4,4.9,4.7,4.6,f,1,1,0,0,0.78,0,16,3262,1-6 months,1-2 years,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Oud-Oost,Entire home/apt,4,1.0,3.0,1.0,4,7,4.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,12,4144,no reviews,no reviews,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,6,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,5,15,5.1,0,0,0,0,4,0,0,5.0,5.0,4.5,4.75,5.0,5.0,5.0,f,1,1,0,0,0.14,0,11,4555,1-2 years,2-4 years,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,19,28,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,120,240,90.1,2,2,2,219,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,f,19,17,2,0,0.07,0,37,1565,1-2 years,2-4 years,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,19,28,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,120,200,92.0,0,0,0,159,8,0,0,4.5,4.5,4.38,4.5,4.5,4.5,4.5,f,19,17,2,0,0.28,0,26,1565,1-2 years,2-4 years,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,19,28,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,3.0,90,200,90.0,0,0,0,0,22,0,0,4.59,4.77,4.55,4.82,4.82,4.82,4.45,f,19,17,2,0,0.78,0,45,1565,1-2 years,2-4 years,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,50-69%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,5,30,5.0,5,35,65,327,8,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,1,1,0,0,0.3,0,62,3274,6 months-1 year,2-4 years,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Westerpark,Entire home/apt,2,1.0,2.0,1.0,2,3,2.0,5,5,5,5,31,11,2,4.97,4.97,4.94,4.9,4.97,4.9,4.81,f,1,1,0,0,1.11,0,55,3195,0-1 month,2-4 years,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within a day,50-79%,0-49%,f,3,4,t,Centrum-Oost,Entire home/apt,2,2.0,2.0,1.0,7,365,7.0,30,60,90,365,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,3,0,0,0.15,0,39,1464,6 months-1 year,1-2 years,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,50-79%,50-69%,f,1,1,t,Oud-Oost,Entire home/apt,4,1.0,2.0,2.0,2,35,2.1,9,9,9,9,11,3,0,4.82,4.91,4.73,4.73,5.0,4.91,4.73,f,1,1,0,0,0.39,0,30,3609,1-6 months,2-4 years,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,2,t,Noord-West,Entire home/apt,4,1.5,2.0,2.0,3,31,3.0,4,4,4,254,10,4,0,4.8,5.0,4.5,5.0,5.0,4.5,4.5,f,1,1,0,0,0.36,0,17,3331,1-6 months,2-4 years,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,2,t,Oud-Noord,Entire home/apt,4,1.0,3.0,1.0,5,10,5.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0,0.07,0,16,4184,2-4 years,2-4 years,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,3,t,De Pijp - Rivierenbuurt,Entire home/apt,3,1.0,1.0,1.0,3,21,3.0,6,26,26,26,10,2,0,4.8,4.9,4.8,4.8,5.0,4.9,4.6,f,1,1,0,0,0.37,0,34,1602,1-6 months,2-4 years,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.5,2.0,2.0,1,1125,1.0,22,52,82,354,17,5,0,5.0,4.94,5.0,4.94,5.0,4.88,4.88,f,1,1,0,0,0.64,0,80,2001,1-6 months,2-4 years,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Oud-Noord,Entire home/apt,4,1.0,2.0,2.0,3,10,3.0,13,13,13,13,15,5,0,4.93,4.93,4.8,5.0,4.93,4.67,4.87,f,1,1,0,0,0.55,0,41,3420,1-6 months,2-4 years,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,3,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,2,28,2.0,3,3,3,44,17,6,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.63,0,21,4167,1-6 months,2-4 years,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,50-69%,t,1,1,t,De Baarsjes - Oud-West,Private room,2,1.5,1.0,1.0,2,30,2.0,3,3,3,57,18,8,0,4.94,4.94,4.83,5.0,5.0,4.83,4.78,f,1,0,1,0,0.65,0,35,4272,1-6 months,2-4 years,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,70-89%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,2,365,2.0,0,0,0,0,8,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.3,0,31,3988,1-2 years,2-4 years,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Noord-West,Entire home/apt,4,1.0,2.0,1.0,2,730,2.0,0,0,0,0,13,4,0,4.77,4.85,4.62,5.0,5.0,4.54,4.69,f,1,1,0,0,0.74,0,48,2939,1-6 months,1-2 years,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Zuid,Entire home/apt,4,3.5,2.0,2.0,3,10,3.0,7,7,7,7,11,3,0,5.0,5.0,4.91,4.91,5.0,5.0,4.64,t,1,1,0,0,0.42,0,52,2354,6 months-1 year,2-4 years,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,2,t,Watergraafsmeer,Entire home/apt,2,1.0,1.0,1.0,2,365,2.9,9,9,9,9,17,2,0,4.94,4.82,4.94,4.94,4.88,4.59,4.53,f,1,1,0,0,0.6,0,13,3119,6 months-1 year,2-4 years,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,2.0,2,7,2.0,0,0,0,36,5,1,0,4.8,5.0,4.2,5.0,4.8,5.0,4.8,t,1,1,0,0,0.18,0,27,3066,1-6 months,2-4 years,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,3,t,Centrum-West,Entire home/apt,4,1.0,2.0,2.0,2,1125,2.0,15,45,75,349,37,34,2,4.43,4.41,4.59,4.81,4.51,4.86,4.27,f,1,1,0,0,1.76,0,27,2193,0-1 month,1-2 years,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,50-79%,50-69%,f,1,2,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,4,6,4.0,0,0,0,0,15,6,0,5.0,5.0,5.0,4.93,5.0,5.0,5.0,f,1,1,0,0,0.55,0,34,1508,1-6 months,2-4 years,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,3,14,3.0,0,0,0,0,8,6,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,f,1,1,0,0,0.3,0,49,3125,1-6 months,2-4 years,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,f,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,2,23,2.0,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11,0,29,855,1-2 years,2-4 years,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,0.0,2,365,2.0,3,25,55,254,40,27,5,4.58,4.65,4.28,4.65,4.7,4.7,4.28,t,1,1,0,0,1.44,0,14,2763,0-1 month,2-4 years,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,90-100%,f,1,1,t,Watergraafsmeer,Entire home/apt,2,1.5,1.0,1.0,3,24,3.0,15,15,15,15,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11,0,18,3752,1-6 months,2-4 years,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.0,1.0,1.0,3,4,3.0,0,0,0,0,2,0,0,4.5,4.5,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0,0.07,0,17,853,1-2 years,2-4 years,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,2,2,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.5,1.0,1.0,4,30,4.0,0,9,16,31,10,4,0,4.9,5.0,5.0,4.8,4.9,4.7,4.8,f,1,1,0,0,0.38,0,58,3163,1-6 months,2-4 years,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,Centrum-West,Entire home/apt,2,1.0,2.0,1.0,3,365,5.0,0,0,0,0,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,f,1,1,0,0,0.19,0,14,3195,1-2 years,2-4 years,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Zuid,Entire home/apt,4,1.0,2.0,1.0,3,30,3.0,0,0,0,0,7,1,0,5.0,4.86,5.0,5.0,5.0,4.86,4.57,f,1,1,0,0,0.25,0,11,3049,6 months-1 year,2-4 years,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,5,t,Bos en Lommer,Entire home/apt,4,1.0,2.0,1.0,2,365,2.9,0,0,0,0,2,0,0,3.0,3.0,3.0,3.5,3.0,4.5,2.5,f,1,1,0,0,0.11,0,49,4654,1-2 years,1-2 years,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,luxury_apartments
within a day,80-94%,0-49%,t,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,3,1.5,2.0,2.0,2,5,2.0,7,16,30,44,27,10,0,5.0,4.96,4.93,5.0,5.0,5.0,4.85,f,1,1,0,0,0.99,0,51,851,1-6 months,2-4 years,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,luxury_apartments
